PTC,PrintName,Category,GroupName,BrandName,lastInvoiceRate,SalesPrice2
SKU00692,Clinic Plus Plus 225 Milk Honey 2L,Dairy & Frozen,Milk,Clinic Plus Plus 225,237.4,341.48
SKU02755,Maggi Plus 218 Laundry Detergent 500g,Home Care,Laundry Detergent,Maggi Plus 218,415.14,524.24
SKU04864,Bikaji Plus 50 Chips & Namkeen Mint 2pc,Food & Beverages,Chips & Namkeen,Bikaji Plus 50,141.2,160.64
SKU00970,Maggi Pet Accessories 1pc,Pet Care,Pet Accessories,Maggi,719.79,922.99
SKU00634,India Gate Plus 315 Notebooks Spicy 500g,Stationery,Notebooks,India Gate Plus 315,297.9,342.79
SKU04093,Bingo Plus 244 Juices 250ml,Food & Beverages,Juices,Bingo Plus 244,185.05,247.14
SKU04078,Aashirvaad Plus 7 Pet Accessories 250g,Pet Care,Pet Accessories,Aashirvaad Plus 7,866.66,996.05
SKU01322,Borosil Ice Cream 250g,Dairy & Frozen,Ice Cream,Borosil,34.18,47.17
SKU01832,MamaEarth Plus 323 Dishwash Honey 1pc,Home Care,Dishwash,MamaEarth Plus 323,531.94,616.08
SKU02179,Godrej Plus 144 Edible Oil 1L,Staples & Cooking,Edible Oil,Godrej Plus 144,587.01,814.01
SKU01418,Glen Plus 135 Sauces & Spreads 1pc,Food & Beverages,Sauces & Spreads,Glen Plus 135,75.66,88.6
SKU01783,Tata Plus 239 Car Care Mint 500g,Automotive,Car Care,Tata Plus 239,2228.35,2843.78
SKU04716,Bajaj Plus 139 Gluten-Free 250g,Health Foods,Gluten-Free,Bajaj Plus 139,445.72,524.16
SKU04702,Huggies Plus 113 Toothpaste 100g,Personal Care,Toothpaste,Huggies Plus 113,387.82,487.59
SKU04119,Kohinoor Plus 122 Notebooks 2pc,Stationery,Notebooks,Kohinoor Plus 122,264.65,294.52
SKU01653,Tata Plus 340 Energy Drinks 1pc,Beverages (Premium),Energy Drinks,Tata Plus 340,266.07,319.45
SKU01484,Lay's Plus 12 Art Supplies 100g,Stationery,Art Supplies,Lay's Plus 12,364.92,494.44
SKU02276,Amul Plus 226 First Aid 2pc,Health & Wellness,First Aid,Amul Plus 226,100.96,115.31
SKU00878,Patanjali Plus 205 Ready-to-eat 500g,Convenience,Ready-to-eat,Patanjali Plus 205,98.63,121.79
SKU03526,Pampers Plus 273 Soap 3 x 100g,Personal Care,Soap,Pampers Plus 273,437.18,519.69
SKU02017,Bikaji Plus 358 Buns & Rolls 500g,Bakery,Buns & Rolls,Bikaji Plus 358,117.12,168.36
SKU00427,Drools Plus 324 Snacks 1pc,Food & Beverages,Snacks,Drools Plus 324,57.56,79.54
SKU00627,Red Label Plus 75 Herbs 200g,Fresh Produce,Herbs,Red Label Plus 75,130.94,164.72
SKU01590,Frooti Plus 268 Herbs 2pc,Fresh Produce,Herbs,Frooti Plus 268,200.22,239.75
SKU02224,Patanjali Plus 146 Coffee 1pc,Beverages (Premium),Coffee,Patanjali Plus 146,374.63,474.3
SKU02218,Lifebuoy Plus 73 Toothpaste 2pc,Personal Care,Toothpaste,Lifebuoy Plus 73,429.65,492.89
SKU04484,Haldiram Plus 84 Soap 100g,Personal Care,Soap,Haldiram Plus 84,268.94,305.84
SKU01486,Bikaji Plus 50 Instant Foods 100g,Food & Beverages,Instant Foods,Bikaji Plus 50,158.22,201.02
SKU01740,Aashirvaad Plus 32 Floor Cleaner 1pc,Home Care,Floor Cleaner,Aashirvaad Plus 32,66.21,86.33
SKU02481,Bingo Plus 244 Chips & Namkeen Masala 1pc,Food & Beverages,Chips & Namkeen,Bingo Plus 244,179.89,245.79
SKU02585,Pepsi Wipes 200g,Baby & Kids,Wipes,Pepsi,1120.97,1272.52
SKU02894,Aashirvaad Plus 21 Ready-to-eat 200g,Convenience,Ready-to-eat,Aashirvaad Plus 21,995.16,1243.18
SKU00150,Classmate Plus 172 Herbs Honey 250g,Fresh Produce,Herbs,Classmate Plus 172,19.47,22.84
SKU00677,Colgate Plus 100 Shampoo 200g,Personal Care,Shampoo,Colgate Plus 100,114.2,158.19
SKU01262,Glen Plus 189 Organic 100g,Health Foods,Organic,Glen Plus 189,614.51,678.36
SKU04918,Cadbury Plus 280 Tea 100g,Beverages (Premium),Tea,Cadbury Plus 280,724.68,877.22
SKU00013,Fevicol Plus 217 Organic 2pc,Health Foods,Organic,Fevicol Plus 217,219.69,243.88
SKU01834,Aashirvaad Plus 7 Pet Accessories 250g,Pet Care,Pet Accessories,Aashirvaad Plus 7,844.45,1106.55
SKU03249,Godrej Plus 91 Laundry Detergent 250g,Home Care,Laundry Detergent,Godrej Plus 91,241.86,313.81
SKU01492,Amul Floor Cleaner Spicy 1pc,Home Care,Floor Cleaner,Amul,346.43,416.89
SKU02728,Amul Plus 226 OTC Medicines 200g,Health & Wellness,OTC Medicines,Amul Plus 226,1019.91,1433.64
SKU03687,Colgate Plus 192 Small Electronics (chargers) 250g,Electronics & Batteries,Small Electronics (chargers),Colgate Plus 192,1517.13,2006.86
SKU01425,MTR Plus 262 Coffee 100g,Beverages (Premium),Coffee,MTR Plus 262,237.73,270.93
SKU04606,Colgate Plus 45 Juices 500ml,Food & Beverages,Juices,Colgate Plus 45,107.12,141.8
SKU04596,Maggi Plus 76 Buns & Rolls 100g,Bakery,Buns & Rolls,Maggi Plus 76,265.91,365.86
SKU00732,Bikaji Plus 318 Small Electronics (chargers) 500g,Electronics & Batteries,Small Electronics (chargers),Bikaji Plus 318,951.62,1306.99
SKU01232,Haldiram Plus 66 Energy Drinks 1pc,Beverages (Premium),Energy Drinks,Haldiram Plus 66,246.78,323.03
SKU01635,Amul Toilet Cleaner 200g,Home Care,Toilet Cleaner,Amul,251.79,307.52
SKU03937,Nestle Butter & Ghee 500g,Dairy & Frozen,Butter & Ghee,Nestle,182.16,223.81
SKU01211,Pepsi Plus 2 Diapers L,Baby & Kids,Diapers,Pepsi Plus 2,489.52,706.08
SKU03269,Glen Plus 135 Juices Honey 500ml,Food & Beverages,Juices,Glen Plus 135,153.21,207.2
SKU01935,Dettol Plus 140 Paneer 200g,Dairy & Frozen,Paneer,Dettol Plus 140,346.93,447.56
SKU00554,Tata Tea Plus 283 Snacks 1pc,Food & Beverages,Snacks,Tata Tea Plus 283,40.45,57.2
SKU00492,Cadbury Tea Classic 2pc,Beverages (Premium),Tea,Cadbury,193.25,255.53
SKU02963,Fevicol Plus 260 Cakes & Pastries 1pc,Bakery,Cakes & Pastries,Fevicol Plus 260,77.63,108.1
SKU02330,Classmate Plus 185 Toilet Cleaner 250g,Home Care,Toilet Cleaner,Classmate Plus 185,335.85,461.42
SKU02196,Borosil Plus 302 Chocolates 30g,Food & Beverages,Chocolates,Borosil Plus 302,141.96,157.8
SKU03065,Parle Plus 60 Chips & Namkeen 500g,Food & Beverages,Chips & Namkeen,Parle Plus 60,42.32,50.66
SKU00658,Lifebuoy Plus 355 Cat Food 2pc,Pet Care,Cat Food,Lifebuoy Plus 355,166.84,228.24
SKU02375,Haldiram Plus 84 Meal Kits 500g,Convenience,Meal Kits,Haldiram Plus 84,276.07,378.62
SKU02226,Castrol Kitchen Utensils 200g,Kitchen & Home,Kitchen Utensils,Castrol,3973.42,4552.15
SKU04265,Pedigree Plus 270 Festival Packs 200g,Seasonal & Gifts,Festival Packs,Pedigree Plus 270,2141.38,3034.82
SKU01171,Glen Plus 135 Chips & Namkeen 100g,Food & Beverages,Chips & Namkeen,Glen Plus 135,188.77,254.39
SKU00133,Real Plus 256 Sanitary 100g,Personal Care,Sanitary,Real Plus 256,185.28,255.95
SKU00472,Nivea Plus 305 Atta & Flour 1kg,Staples & Cooking,Atta & Flour,Nivea Plus 305,380.26,447.39
SKU03226,Red Label Plus 310 Organic 100g,Health Foods,Organic,Red Label Plus 310,1598.2,2124.79
SKU01406,Godrej Plus 200 Skin Care 2pc,Personal Care,Skin Care,Godrej Plus 200,360.78,420.32
SKU02877,Surf Excel Plus 129 Storage 2pc,Kitchen & Home,Storage,Surf Excel Plus 129,1142.97,1417.55
SKU04505,Aashirvaad Plus 32 Air Freshener 1pc,Home Care,Air Freshener,Aashirvaad Plus 32,349.14,388.84
SKU04693,Aashirvaad Plus 118 Atta & Flour 5kg,Staples & Cooking,Atta & Flour,Aashirvaad Plus 118,171.72,218.94
SKU02827,Haldiram Plus 14 Bread 100g,Bakery,Bread,Haldiram Plus 14,94.83,106.4
SKU00288,India Gate Plus 128 Cookware 2pc,Kitchen & Home,Cookware,India Gate Plus 128,3692.75,4141.32
SKU01870,Tata Plus 300 Batteries 2pc,Electronics & Batteries,Batteries,Tata Plus 300,973.32,1327.44
SKU03115,Camlin Plus 266 Soap 75g,Personal Care,Soap,Camlin Plus 266,478,578.78
SKU03626,Bikaji Plus 50 Breakfast Cereals 500g,Food & Beverages,Breakfast Cereals,Bikaji Plus 50,135.05,187.32
SKU02313,Tata Plus 237 Soap Classic 3 x 100g,Personal Care,Soap,Tata Plus 237,234.25,286.12
SKU04924,Himalaya Plus 344 OTC Medicines 500g,Health & Wellness,OTC Medicines,Himalaya Plus 344,500,649.33
SKU01619,Rin Art Supplies 200g,Stationery,Art Supplies,Rin,69.99,83.49
SKU00995,Dove Plus 68 Cakes & Pastries 200g,Bakery,Cakes & Pastries,Dove Plus 68,264.87,295.76
SKU01804,Raymond Plus 291 Rice 10kg,Staples & Cooking,Rice,Raymond Plus 291,360.77,492.1
SKU02643,Dove Plus 83 Notebooks 500g,Stationery,Notebooks,Dove Plus 83,66.52,80.07
SKU04803,Kohinoor Plus 122 Art Supplies 2pc,Stationery,Art Supplies,Kohinoor Plus 122,218.13,267.29
SKU03536,Camlin Plus 29 Small Electronics (chargers) 200g,Electronics & Batteries,Small Electronics (chargers),Camlin Plus 29,389.17,537.26
SKU04832,Classmate Plus 172 Vegetables 250g,Fresh Produce,Vegetables,Classmate Plus 172,73.66,103.79
SKU03912,Cadbury Plus 78 First Aid 250g,Health & Wellness,First Aid,Cadbury Plus 78,1260.1,1756.57
SKU02108,Tata Plus 148 Fruits 2pc,Fresh Produce,Fruits,Tata Plus 148,353.76,426.86
SKU03045,Nivea Plus 263 Rice 2kg,Staples & Cooking,Rice,Nivea Plus 263,31.78,40.55
SKU00417,Raymond Plus 115 Pet Accessories Masala 2pc,Pet Care,Pet Accessories,Raymond Plus 115,180.58,230.22
SKU00978,Godrej Plus 62 Seeds Fresh 2pc,Gardening,Seeds,Godrej Plus 62,54.27,68.13
SKU02418,Maggi Plus 342 Frozen Meals 500g,Dairy & Frozen,Frozen Meals,Maggi Plus 342,522.93,577.81
SKU00506,Kohinoor Plus 250 Cat Food 200g,Pet Care,Cat Food,Kohinoor Plus 250,1131.44,1392.56
SKU04153,Maggi Plus 317 Energy Drinks Dark 2pc,Beverages (Premium),Energy Drinks,Maggi Plus 317,367.7,516.79
SKU04256,Fevicol Plus 260 Cakes & Pastries 200g,Bakery,Cakes & Pastries,Fevicol Plus 260,197.52,244.79
SKU03942,Haldiram Plus 14 Gift Wrap Mint 250g,Seasonal & Gifts,Gift Wrap,Haldiram Plus 14,2502.76,2902.42
SKU00415,Tide Plus 246 Dishwash 1pc,Home Care,Dishwash,Tide Plus 246,593.33,799.34
SKU04149,Clinic Plus Plus 225 Milk 1L,Dairy & Frozen,Milk,Clinic Plus Plus 225,512.63,586.2
SKU01184,Fiama Plus 356 Energy Drinks 1pc,Beverages (Premium),Energy Drinks,Fiama Plus 356,265.67,373.04
SKU00486,Clinic Plus Plus 225 Cheese 1pc,Dairy & Frozen,Cheese,Clinic Plus Plus 225,289.68,375.17
SKU00894,Bikaji Plus 50 Chips & Namkeen 200g,Food & Beverages,Chips & Namkeen,Bikaji Plus 50,49.83,66.63
SKU00806,MamaEarth Plus 43 Sugar 500g,Staples & Cooking,Sugar,MamaEarth Plus 43,460.32,643.53
SKU00556,Pampers Plus 220 Toothpaste Dark 2pc,Personal Care,Toothpaste,Pampers Plus 220,482.57,611.41
SKU03826,Himalaya Plus 344 OTC Medicines 500g,Health & Wellness,OTC Medicines,Himalaya Plus 344,1254.86,1531.33
SKU01198,Castrol Chocolates 300g,Food & Beverages,Chocolates,Castrol,31.98,36.44
SKU04254,Bingo Plus 307 Buns & Rolls 250g,Bakery,Buns & Rolls,Bingo Plus 307,44.08,52.02
SKU04059,Pantene Plus 236 Sugar 2pc,Staples & Cooking,Sugar,Pantene Plus 236,585.02,677.29
SKU01294,Kissan Toilet Cleaner 500g,Home Care,Toilet Cleaner,Kissan,335.19,420.11
SKU02222,Haldiram Ice Cream 1pc,Dairy & Frozen,Ice Cream,Haldiram,432.9,568.28
SKU03505,Haldiram Plus 19 OTC Medicines 500g,Health & Wellness,OTC Medicines,Haldiram Plus 19,100.47,112.83
SKU03655,Pepsi Plus 231 Vegetables Honey 200g,Fresh Produce,Vegetables,Pepsi Plus 231,241.13,269.32
SKU04759,Red Label Plus 309 Milk 500ml,Dairy & Frozen,Milk,Red Label Plus 309,93.38,108.48
SKU03007,Dettol Plus 245 Skin Care 1pc,Personal Care,Skin Care,Dettol Plus 245,532.91,746.04
SKU02094,Godrej Plus 144 Edible Oil 1L,Staples & Cooking,Edible Oil,Godrej Plus 144,39.43,43.46
SKU02188,Aashirvaad Plus 86 Ice Cream 1pc,Dairy & Frozen,Ice Cream,Aashirvaad Plus 86,262.45,302.18
SKU03037,Tata Tea Plus 283 Chips & Namkeen 250g,Food & Beverages,Chips & Namkeen,Tata Tea Plus 283,14.9,18.5
SKU03919,Cadbury Energy Drinks 500g,Beverages (Premium),Energy Drinks,Cadbury,1097.93,1381.1
SKU01273,Nestle Cheese Fresh 100g,Dairy & Frozen,Cheese,Nestle,351.36,464.85
SKU00291,Coca-Cola Plus 8 Gift Wrap Fresh 2pc,Seasonal & Gifts,Gift Wrap,Coca-Cola Plus 8,2836.66,3518.3
SKU04828,Godrej Plus 144 Seeds Mint 200g,Gardening,Seeds,Godrej Plus 144,370.03,468.44
SKU00253,Clinic Plus Buns & Rolls 200g,Bakery,Buns & Rolls,Clinic Plus,61.73,80.18
SKU03246,Parle Plus 17 Skin Care 200g,Personal Care,Skin Care,Parle Plus 17,142.85,187.07
SKU00351,MamaEarth Plus 173 Diapers S,Baby & Kids,Diapers,MamaEarth Plus 173,225.55,326.2
SKU01188,Drools Plus 324 Kitchen Utensils Honey 200g,Kitchen & Home,Kitchen Utensils,Drools Plus 324,369.58,418.01
SKU01962,Borosil Plus 80 Gift Wrap 100g,Seasonal & Gifts,Gift Wrap,Borosil Plus 80,507.41,561.7
SKU00423,Tata Plus 148 Vegetables Masala 200g,Fresh Produce,Vegetables,Tata Plus 148,205.08,280.65
SKU00091,Maggi Plus 76 Buns & Rolls 2pc,Bakery,Buns & Rolls,Maggi Plus 76,89.31,126.21
SKU03730,Real Plus 256 Toothpaste 500g,Personal Care,Toothpaste,Real Plus 256,53.74,63.15
SKU02237,Raymond Cat Food Fresh 250g,Pet Care,Cat Food,Raymond,979.65,1318.23
SKU00671,Pantene Plus 236 Edible Oil 5L,Staples & Cooking,Edible Oil,Pantene Plus 236,558.14,617.5
SKU03041,Maggi Plus 341 Seeds 250g,Gardening,Seeds,Maggi Plus 341,805.45,1129.79
SKU00027,Godrej Plus 200 Meal Kits 2pc,Convenience,Meal Kits,Godrej Plus 200,98.94,128.63
SKU00430,Rin Plus 121 Spices 500g,Staples & Cooking,Spices,Rin Plus 121,698.56,884.57
SKU00684,Classmate Plus 185 Laundry Detergent Mint 2pc,Home Care,Laundry Detergent,Classmate Plus 185,561.46,683.97
SKU04464,Lifebuoy Plus 166 Diapers Masala S,Baby & Kids,Diapers,Lifebuoy Plus 166,1089.87,1214.29
SKU03946,Nestle Plus 333 Makeup 1pc,Beauty & Cosmetics,Makeup,Nestle Plus 333,2793.12,3725.53
SKU03524,Camlin Plus 29 Small Electronics (chargers) 1pc,Electronics & Batteries,Small Electronics (chargers),Camlin Plus 29,1667.79,2098.63
SKU01542,Haldiram Plus 84 Deodorant 1pc,Personal Care,Deodorant,Haldiram Plus 84,358.97,461.59
SKU02032,Drools Plus 324 Breakfast Cereals 250g,Food & Beverages,Breakfast Cereals,Drools Plus 324,35.06,49.17
SKU02233,Cadbury Plus 78 OTC Medicines Fresh 500g,Health & Wellness,OTC Medicines,Cadbury Plus 78,753.48,1082.96
SKU04121,Ariel Plus 336 Pet Accessories 1pc,Pet Care,Pet Accessories,Ariel Plus 336,522.76,678.2
SKU03236,Tata Tea Plus 286 Coffee 250g,Beverages (Premium),Coffee,Tata Tea Plus 286,637.14,882.68
SKU00255,MamaEarth Plus 346 Fruits 1pc,Fresh Produce,Fruits,MamaEarth Plus 346,284.86,370.1
SKU01030,Glen Plus 233 Tea 1pc,Beverages (Premium),Tea,Glen Plus 233,885.51,1204.36
SKU04393,Nivea Plus 108 Diapers XL,Baby & Kids,Diapers,Nivea Plus 108,775.19,940.92
SKU03801,Borosil Plus 80 Gift Wrap Honey 1pc,Seasonal & Gifts,Gift Wrap,Borosil Plus 80,2276.82,2549.91
SKU04311,Fevicol Plus 174 Confectionery Mint 2pc,Food & Beverages,Confectionery,Fevicol Plus 174,25.57,34.32
SKU02510,MamaEarth Plus 198 Festival Packs 500g,Seasonal & Gifts,Festival Packs,MamaEarth Plus 198,1126.27,1451.58
SKU02293,Britannia Plus 230 Herbs 100g,Fresh Produce,Herbs,Britannia Plus 230,242.44,301.56
SKU01324,Nivea Plus 361 Cat Food 2pc,Pet Care,Cat Food,Nivea Plus 361,675.75,812.57
SKU01551,Daawat Air Freshener 1pc,Home Care,Air Freshener,Daawat,338.56,472.51
SKU04648,Real Plus 41 Batteries Fresh 200g,Electronics & Batteries,Batteries,Real Plus 41,1507.82,2136.27
SKU00316,Red Label Cakes & Pastries Mint 200g,Bakery,Cakes & Pastries,Red Label,151.42,217.11
SKU01243,Kelloggs Plus 347 Cheese 100g,Dairy & Frozen,Cheese,Kelloggs Plus 347,330.2,455.71
SKU02451,Borosil Motor Oils (small) 1L,Automotive,Motor Oils (small),Borosil,1284.79,1687.23
SKU01579,Parle Plus 17 Sanitary 500g,Personal Care,Sanitary,Parle Plus 17,46.5,57.11
SKU04626,Cadbury Plus 298 Air Freshener 1pc,Home Care,Air Freshener,Cadbury Plus 298,201.92,276.62
SKU03117,Maggi Plus 342 Paneer 250g,Dairy & Frozen,Paneer,Maggi Plus 342,332.87,470.15
SKU00070,Lifebuoy Plus 351 OTC Medicines 500g,Health & Wellness,OTC Medicines,Lifebuoy Plus 351,911.73,1177.25
SKU00860,Bikaji Plus 358 Festival Packs 2pc,Seasonal & Gifts,Festival Packs,Bikaji Plus 358,672.94,954.4
SKU02754,MTR Plus 47 Ready-to-eat 2pc,Convenience,Ready-to-eat,MTR Plus 47,707.84,1013.09
SKU01633,Nivea Plus 305 Rice 2kg,Staples & Cooking,Rice,Nivea Plus 305,487.15,578.72
SKU01651,Cadbury Plus 280 Energy Drinks 200g,Beverages (Premium),Energy Drinks,Cadbury Plus 280,232.77,335.95
SKU03861,Daawat Toilet Cleaner 2pc,Home Care,Toilet Cleaner,Daawat,558.68,805.63
SKU03107,Pepsi Plus 167 Cat Food Mint 500g,Pet Care,Cat Food,Pepsi Plus 167,1456.49,1963.93
SKU01075,Dettol Plus 303 Seeds Classic 1pc,Gardening,Seeds,Dettol Plus 303,328.02,410.52
SKU04002,Dettol Plus 229 Toys (basic) 100g,Baby & Kids,Toys (basic),Dettol Plus 229,578.59,641.78
SKU00788,Aashirvaad Plus 279 Juices 200ml,Food & Beverages,Juices,Aashirvaad Plus 279,191.09,216.81
SKU02606,Tata Plus 110 Ready-to-eat 200g,Convenience,Ready-to-eat,Tata Plus 110,368.79,498.04
SKU03631,Coca-Cola Plus 306 Ice Cream 250g,Dairy & Frozen,Ice Cream,Coca-Cola Plus 306,155.62,222.97
SKU02122,Camlin Skin Care 500g,Personal Care,Skin Care,Camlin,148.02,210.12
SKU01875,Amul Air Freshener 100g,Home Care,Air Freshener,Amul,264.89,321.05
SKU00812,Rin Plus 214 Pens Dark 250g,Stationery,Pens,Rin Plus 214,59.06,83.93
SKU00388,Patanjali Soft Drinks 200g,Food & Beverages,Soft Drinks,Patanjali,71.33,96.97
SKU02883,Maggi Plus 26 First Aid 200g,Health & Wellness,First Aid,Maggi Plus 26,712.08,1011.66
SKU01176,Cadbury Plus 132 Dog Food 2pc,Pet Care,Dog Food,Cadbury Plus 132,906.36,1167.82
SKU03198,Haldiram Plus 66 Coffee 200g,Beverages (Premium),Coffee,Haldiram Plus 66,902.98,1036.2
SKU02624,Dove Plus 83 Pens 2pc,Stationery,Pens,Dove Plus 83,114.93,150.85
SKU01352,Bingo Plus 307 Gift Wrap 100g,Seasonal & Gifts,Gift Wrap,Bingo Plus 307,1126.64,1484.14
SKU00411,Britannia Plus 230 Gluten-Free 500g,Health Foods,Gluten-Free,Britannia Plus 230,745.94,1044.19
SKU04213,Pantene Plus 269 Cakes & Pastries Masala 250g,Bakery,Cakes & Pastries,Pantene Plus 269,94.1,117.09
SKU00110,Lay's Plus 9 First Aid Mint 500g,Health & Wellness,First Aid,Lay's Plus 9,339.45,427.2
SKU04996,Pampers Plus 220 Ready-to-eat 250g,Convenience,Ready-to-eat,Pampers Plus 220,538.83,626.33
SKU03430,Tata Plus 340 Energy Drinks 100g,Beverages (Premium),Energy Drinks,Tata Plus 340,760.36,851.26
SKU02810,Aashirvaad Plus 86 Paneer 500g,Dairy & Frozen,Paneer,Aashirvaad Plus 86,34.75,43.38
SKU02595,Daawat Dishwash 200g,Home Care,Dishwash,Daawat,529.41,662.26
SKU02837,Ariel Plus 49 Ice Cream 200g,Dairy & Frozen,Ice Cream,Ariel Plus 49,451.38,527.57
SKU02373,Rin Plus 234 Pet Accessories Dark 2pc,Pet Care,Pet Accessories,Rin Plus 234,1117.83,1472.69
SKU01236,Raymond Plus 92 Laundry Detergent 2pc,Home Care,Laundry Detergent,Raymond Plus 92,118.21,156.2
SKU02147,Clinic Plus Plus 180 Dishwash 100g,Home Care,Dishwash,Clinic Plus Plus 180,640.04,822.43
SKU04976,Nivea Plus 151 Pet Accessories 500g,Pet Care,Pet Accessories,Nivea Plus 151,151.17,209.21
SKU00600,Nestle Plus 292 Festival Packs 250g,Seasonal & Gifts,Festival Packs,Nestle Plus 292,1519,2010.87
SKU01435,Real Plus 107 Instant Foods Masala 200g,Food & Beverages,Instant Foods,Real Plus 107,83.76,108.39
SKU04997,Maggi Plus 342 Ice Cream Classic 200g,Dairy & Frozen,Ice Cream,Maggi Plus 342,522.89,740.28
SKU00539,Fevicol Plus 57 Organic 250g,Health Foods,Organic,Fevicol Plus 57,1744.04,2095.37
SKU00722,Colgate Plus 131 Motor Oils (small) 2L,Automotive,Motor Oils (small),Colgate Plus 131,1051.07,1434.81
SKU04411,Kelloggs Plus 347 Paneer Spicy 2pc,Dairy & Frozen,Paneer,Kelloggs Plus 347,27.64,36.53
SKU01873,Fevicol Plus 227 Notebooks 200g,Stationery,Notebooks,Fevicol Plus 227,96.63,108.69
SKU02846,Tata Plus 110 Toothpaste 1pc,Personal Care,Toothpaste,Tata Plus 110,369.2,534.07
SKU02054,Bingo Ice Cream 200g,Dairy & Frozen,Ice Cream,Bingo,187.86,257.17
SKU02908,Kissan Plus 264 Meal Kits 250g,Convenience,Meal Kits,Kissan Plus 264,708.33,899.45
SKU02255,Godrej Nail Care Fresh 2pc,Beauty & Cosmetics,Nail Care,Godrej,1996.25,2665.01
SKU03913,Borosil Plus 80 Festival Packs 100g,Seasonal & Gifts,Festival Packs,Borosil Plus 80,2768.84,3692.58
SKU00178,Parle Plus 127 Dog Food 500g,Pet Care,Dog Food,,1367.47,1762.73
SKU02891,Aashirvaad Plus 32 Laundry Detergent 2pc,Home Care,Laundry Detergent,Aashirvaad Plus 32,392.18,519.52
SKU03674,Patanjali Plus 58 Kitchen Utensils 100g,Kitchen & Home,Kitchen Utensils,Patanjali Plus 58,3901.78,4589.6
SKU00081,Huggies Plus 113 Ready-to-eat 1pc,Convenience,Ready-to-eat,Huggies Plus 113,160.5,226.96
SKU02562,Parle Plus 60 Instant Foods Mint 2pc,Food & Beverages,Instant Foods,Parle Plus 60,74.44,88.41
SKU01724,Aashirvaad Plus 21 Soap 75g,Personal Care,Soap,Aashirvaad Plus 21,264.21,325.13
SKU01618,Bingo Car Care 500g,Automotive,Car Care,Bingo,2339.49,2818.6
SKU01655,Pepsi Plus 231 Vegetables 500g,Fresh Produce,Vegetables,Pepsi Plus 231,331.5,438.67
SKU02329,Tata Spices 100g,Staples & Cooking,Spices,Tata,65.39,81.86
SKU04614,Bikaji Plus 10 First Aid 2pc,Health & Wellness,First Aid,Bikaji Plus 10,1344.05,1878.41
SKU00222,Bikaji Plus 318 Small Electronics (chargers) Spicy 1pc,Electronics & Batteries,Small Electronics (chargers),Bikaji Plus 318,829.28,1038.12
SKU00094,Ariel Plus 49 Motor Oils (small) Spicy 5L,Automotive,Motor Oils (small),Ariel Plus 49,398.26,471.2
SKU02610,Surf Excel Plus 129 Kitchen Utensils 200g,Kitchen & Home,Kitchen Utensils,Surf Excel Plus 129,622.69,775.57
SKU03383,Kissan Plus 191 Cakes & Pastries 200g,Bakery,Cakes & Pastries,Kissan Plus 191,183.61,224.21
SKU04416,Aashirvaad Plus 7 Cat Food 100g,Pet Care,Cat Food,Aashirvaad Plus 7,883.62,1154.41
SKU01398,Maggi Plus 341 Atta & Flour 1kg,Staples & Cooking,Atta & Flour,Maggi Plus 341,459.29,645.64
SKU04687,Tata Plus 239 Motor Oils (small) 500ml,Automotive,Motor Oils (small),Tata Plus 239,1217.68,1696.18
SKU01293,Borosil Plus 99 Floor Cleaner 2pc,Home Care,Floor Cleaner,Borosil Plus 99,378.93,437.75
SKU02165,Nivea Plus 63 Vegetables 100g,Fresh Produce,Vegetables,Nivea Plus 63,166.03,184.59
SKU02940,Bingo Plus 335 Spices 250g,Staples & Cooking,Spices,Bingo Plus 335,488.21,676.39
SKU03669,Britannia Small Electronics (chargers) 1pc,Electronics & Batteries,Small Electronics (chargers),Britannia,243.53,346.41
SKU00813,Dettol Plus 229 Diapers L,Baby & Kids,Diapers,Dettol Plus 229,217.57,293.28
SKU01259,Clinic Plus Plus 275 Soap 3 x 100g,Personal Care,Soap,Clinic Plus Plus 275,171.3,240.27
SKU00890,Haldiram Plus 242 Tea 1pc,Beverages (Premium),Tea,Haldiram Plus 242,586.4,667.67
SKU01452,Camlin Ready-to-eat 200g,Convenience,Ready-to-eat,Camlin,841.54,926.45
SKU03317,Colgate Plus 301 Cheese 100g,Dairy & Frozen,Cheese,Colgate Plus 301,126.18,173.9
SKU02560,Fevicol Plus 57 Fruits 100g,Fresh Produce,Fruits,Fevicol Plus 57,153.09,206.37
SKU03575,Colgate Plus 192 Small Electronics (chargers) 1pc,Electronics & Batteries,Small Electronics (chargers),Colgate Plus 192,1360.55,1560.18
